iteration;iteration_exp;replicate;init_pop;fertility_type;mating_type;p_genetic_variance;p_vertical_trans_variance;p_leakage;p_random_mating;p_fertility_factor
79;791;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;792;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;793;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;794;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;795;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;796;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;797;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;798;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
79;799;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
0;8;1;8000;additive;logistic;0.0;0.0;0.1;0.1;0.25
7;80;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
79;800;1;8000;additive;logistic;0.2;0.5;0.1;0.9;0.25
8;81;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;82;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;83;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;84;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;85;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;86;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;87;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;88;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
8;89;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
0;9;1;8000;additive;logistic;0.0;0.0;0.1;0.1;0.25
8;90;1;8000;additive;logistic;0.1;0.0;0.1;0.1;0.25
9;91;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;92;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;93;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;94;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;95;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;96;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;97;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;98;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
9;99;1;8000;additive;logistic;0.1;0.05;0.1;0.1;0.25
