iteration;replicate;time;last_generation;population;bmi_category_prop;am;kid-father-cor;kid-mother-cor
3824;1;3614.0;100.0;5774;[0.16834083824038795, 0.3370280568063734, 0.314859715968133, 0.17977138898510564];0.254180680054899;0.5288154465557893;0.5077752503029886
3825;1;3713.0;100.0;5893;[0.15713558459188867, 0.326828440522654, 0.31664686916680806, 0.19938910571864923];0.25653177087795703;0.5568068401219759;0.5481752175165201
3826;1;3505.0;100.0;5843;[0.1475269553311655, 0.2527811055964402, 0.37224028752353244, 0.22745165154886188];0.2834032131695703;0.5984706021389419;0.6258224195263461
3827;1;3659.0;100.0;5751;[0.1431055468614154, 0.24100156494522693, 0.3514171448443749, 0.2644757433489828];0.2105591562869293;0.5554907630475777;0.5348092089564209
3828;1;3604.0;100.0;5753;[0.12150182513471232, 0.3008864940031288, 0.3453850165131236, 0.23222666434903527];0.24468242454703024;0.5396302987655336;0.5434430994172762
3829;1;3618.0;100.0;5840;[0.15719178082191781, 0.273972602739726, 0.33595890410958906, 0.2328767123287671];0.25454321238077204;0.5250615373335766;0.518290775638034
383;1;3612.0;100.0;5801;[0.16290294776762626, 0.26547147043613173, 0.3420099982761593, 0.22961558352008274];0.14926059890627663;0.5179751700136423;0.47990123015485303
3830;1;3573.0;100.0;5899;[0.1559586370571283, 0.28360739108323446, 0.3373453127648754, 0.22308865909476183];0.25544888673104454;0.5035707520388896;0.4938287151084505
3831;1;3555.0;100.0;5814;[0.15135878912968695, 0.2908496732026144, 0.3281733746130031, 0.22961816305469557];0.2845728664884635;0.4938800822822084;0.4951847065609804
3832;1;3524.0;100.0;6025;[0.1437344398340249, 0.2796680497925311, 0.34356846473029046, 0.23302904564315352];0.25028258389474667;0.5027102251345593;0.5292002368414794
3833;1;3552.0;100.0;5975;[0.07112970711297072, 0.24401673640167365, 0.38510460251046025, 0.29974895397489537];0.26749236464251513;0.5371433331341562;0.5450445742177414
3834;1;3502.0;100.0;5933;[0.02899039271869206, 0.10500589920782066, 0.4235631215236811, 0.44244058654980617];0.2460144127528666;0.5762435538086325;0.5895271000163791
3835;1;3540.0;100.0;5762;[0.014925373134328358, 0.12217979868101354, 0.4442901770218674, 0.4186046511627907];0.27352803431172795;0.5760300127964061;0.5678743388431403
3836;1;3522.0;100.0;6015;[0.09509559434746467, 0.2084788029925187, 0.3921862011637573, 0.30423940149625933];0.25082883867474337;0.5498489796195156;0.532753125426142
3837;1;3485.0;100.0;5942;[0.1144395826321104, 0.2515987882867721, 0.35812857623695726, 0.2758330528441602];0.27924628976245897;0.49088373912677985;0.4991592905826466
3838;1;3502.0;100.0;5848;[0.1378248974008208, 0.29941860465116277, 0.347640218878249, 0.21511627906976744];0.3004769579096358;0.5058101377354031;0.4811244075586819
3839;1;3552.0;100.0;5967;[0.1404390816155522, 0.2751801575330987, 0.33735545500251385, 0.24702530584883525];0.273553702381673;0.5110581861514933;0.49460704297616775
384;1;3583.0;100.0;5753;[0.18546845124282982, 0.31114201286285414, 0.31861637406570487, 0.18477316182861117];0.3521462268659943;0.5889451997036591;0.6084351166067
3840;1;3532.0;100.0;5825;[0.10128755364806867, 0.22334763948497854, 0.3807725321888412, 0.2945922746781116];0.24547737164039107;0.5057968618587851;0.5072486467402829
3841;1;3480.0;100.0;5940;[0.05387205387205387, 0.21464646464646464, 0.42104377104377105, 0.31043771043771046];0.25415025699024907;0.5314446275530595;0.5318144777248159
3842;1;3430.0;100.0;5850;[0.0044444444444444444, 0.09025641025641026, 0.40376068376068375, 0.5015384615384615];0.2913507780249161;0.5777837715403451;0.5740010007864023
3843;1;3441.0;100.0;5869;[0.030328846481513034, 0.10393593457147725, 0.3992162208212643, 0.46651899812574543];0.28299777286509165;0.598458307337678;0.5907362347843002
3844;1;3413.0;100.0;5848;[0.0673734610123119, 0.19288645690834474, 0.4143296853625171, 0.32541039671682626];0.2795196056331023;0.5699519748224403;0.5489038973355163
3845;1;3474.0;101.0;5794;[0.0990680013807387, 0.242147048671039, 0.37797721781152915, 0.28080773213669313];0.2699412369790882;0.5002459873767878;0.49215296241782736
3846;1;3460.0;100.0;6008;[0.10286284953395473, 0.25615845539280957, 0.37400133155792276, 0.2669773635153129];0.2700378817194983;0.46273806122409267;0.4755983482470842
3847;1;3518.0;100.0;5941;[0.10924086854064972, 0.27975088368961454, 0.3634068338663525, 0.24760141390338328];0.2793518190974247;0.4521671717467573;0.49462625667654486
3848;1;3438.0;100.0;6005;[0.07477102414654455, 0.23047460449625312, 0.3948376353039134, 0.29991673605328895];0.2595234957213132;0.5072369056727694;0.5035638728894165
3849;1;3502.0;100.0;5876;[0.0371000680735194, 0.17069434989788973, 0.4237576582709326, 0.3684479237576583];0.29614721886680195;0.5282648437906732;0.5443418687692541
385;1;3730.0;100.0;5952;[0.14633736559139784, 0.32526881720430106, 0.3397177419354839, 0.18867607526881722];0.6249685746891964;0.6941977612824686;0.6941066389870469
3850;1;3337.0;100.0;6043;[0.01125268906172431, 0.07976170776104584, 0.37266258480886977, 0.53632301836836];0.29023610752874257;0.6253785392681472;0.6099187592502474
3851;1;3386.0;100.0;6009;[0.007322349808620403, 0.06423697786653353, 0.40655683141953736, 0.5218838409053087];0.26723214263459844;0.5775504308429477;0.593738448684614
3852;1;3463.0;100.0;5842;[0.041766518315645325, 0.21208490243067443, 0.391304347826087, 0.3548442314275933];0.26720472329054684;0.5583672448389748;0.5272441005289048
3853;1;3432.0;100.0;5768;[0.07073509015256588, 0.22728848821081832, 0.4136615811373093, 0.2883148404993065];0.3019465115148081;0.5045991994817103;0.499796555918384
3854;1;3373.0;100.0;5865;[0.10502983802216538, 0.2617220801364024, 0.3686274509803922, 0.2646206308610401];0.262473256164337;0.4890357825416216;0.48048356524583125
3855;1;3406.0;100.0;5795;[0.09956859361518551, 0.25245901639344265, 0.3696289905090595, 0.27834339948231235];0.24239162853353244;0.44553334685358215;0.4651044514694163
3856;1;3328.0;100.0;6035;[0.06346313173156587, 0.24855012427506215, 0.3900579950289975, 0.2979287489643745];0.2820055262585478;0.5066017603873769;0.5103855787624175
3857;1;3330.0;100.0;5898;[0.038826720922346555, 0.18073923363852154, 0.40420481519159035, 0.3762292302475415];0.2690754891723409;0.5065615925584991;0.5179171431447823
3858;1;3380.0;100.0;5912;[0.0052435723951285524, 0.061062246278755075, 0.3858254397834912, 0.5478687415426252];0.2860838486412463;0.5572504854329053;0.5590593577602563
3859;1;3353.0;100.0;5892;[0.005770536320434488, 0.05414120841819416, 0.378479293957909, 0.5616089613034623];0.26561073038341926;0.5738268759908662;0.5645507944295547
386;1;3496.0;100.0;5688;[0.1559423347398031, 0.3180379746835443, 0.35267229254571025, 0.17334739803094235];0.917059858088099;0.796039499563496;0.7987768364292719
3860;1;3336.0;100.0;5784;[0.04633471645919779, 0.17686721991701246, 0.42271784232365145, 0.35408022130013833];0.28178304568877904;0.5266033089892664;0.5355424409819152
3861;1;3372.0;100.0;5921;[0.0705961830771829, 0.22985982097618646, 0.3845634183414964, 0.31498057760513426];0.313843633324939;0.5021106144713728;0.4838699683543089
3862;1;3417.0;100.0;5872;[0.09877384196185286, 0.2501702997275204, 0.3901566757493188, 0.2608991825613079];0.2896871893373599;0.4953522677949223;0.4838384726542198
3863;1;3404.0;100.0;5962;[0.10231465951023147, 0.2450519959745052, 0.3837638376383764, 0.26886950687688693];0.26056859910335234;0.4853602419514122;0.4894717189861068
3864;1;3425.0;100.0;5904;[0.08214769647696477, 0.22950542005420055, 0.38058943089430897, 0.30775745257452575];0.2962910856991698;0.4784252739353259;0.4977447531134414
3865;1;3467.0;100.0;6028;[0.03998009289980093, 0.190278699402787, 0.42385534173855344, 0.3458858659588587];0.27874318351649896;0.5355360390962066;0.5398418799490355
3866;1;3382.0;100.0;6016;[0.005152925531914893, 0.0920877659574468, 0.41605718085106386, 0.4867021276595745];0.26942691851818507;0.5630696961168417;0.5934023498938519
3867;1;3428.0;100.0;5790;[0.004145077720207254, 0.05077720207253886, 0.40103626943005183, 0.5440414507772021];0.30795379220356905;0.5910552051304399;0.5933325481884831
3868;1;3438.0;100.0;5789;[0.03938504059423044, 0.177405424080152, 0.40870616686819833, 0.3745033684574192];0.2839338339412269;0.539402221388307;0.5426545623519161
3869;1;3415.0;100.0;6059;[0.09060901138801783, 0.2251196567090279, 0.36837762006931835, 0.3158937118336359];0.2699464954045757;0.518628482926871;0.5311241235674673
387;1;3602.0;100.0;5856;[0.14685792349726776, 0.3150614754098361, 0.3468237704918033, 0.1912568306010929];0.7856445835380528;0.739542213552507;0.747086830686101
3870;1;3358.0;100.0;5846;[0.10177899418405748, 0.25162504276428327, 0.376325692781389, 0.2702702702702703];0.30681974215698615;0.4528598219235681;0.487538030251028
3871;1;3472.0;100.0;5819;[0.10139199175116, 0.28630348857191956, 0.3600274961333563, 0.2522770235435642];0.290065242237063;0.4951922966799333;0.47788515253887714
3872;1;3499.0;100.0;5763;[0.10758285615131008, 0.24744056914801318, 0.3560645497136908, 0.2889120249869859];0.2875798174851012;0.51208156525775;0.5308213897539341
3873;1;3507.0;100.0;5983;[0.06719037272271436, 0.23082065853250877, 0.37138559251211767, 0.3306033762326592];0.3130830180221051;0.574156626264984;0.542294080536738
3874;1;3477.0;100.0;6004;[0.020486342438374418, 0.12225183211192538, 0.38890739506995337, 0.46835443037974683];0.3180372959905516;0.5982394352832034;0.6263421722027143
3875;1;3466.0;100.0;5912;[0.013193504736129905, 0.07324086603518268, 0.43386332882273343, 0.479702300405954];0.30902030349756054;0.6236260965189224;0.6131126188257022
3876;1;3574.0;100.0;5923;[0.06500084416680736, 0.22522370420395071, 0.4131352355225393, 0.29664021610670266];0.31287777481806434;0.5612739053676928;0.5289569199902147
3877;1;3478.0;100.0;5815;[0.1124677558039553, 0.25709372312983664, 0.3776440240756664, 0.2527944969905417];0.29746031167336123;0.5167639427438243;0.5493394724607734
3878;1;3581.0;100.0;5945;[0.11858704793944491, 0.26778805719091675, 0.3537426408746846, 0.25988225399495374];0.3212748758825377;0.48857165149619364;0.5032686868754694
3879;1;3532.0;100.0;5817;[0.14681107099879662, 0.2905277634519512, 0.34210073921265255, 0.2205604263365996];0.32965048261239605;0.49125647018862;0.500513222736122
388;1;3595.0;100.0;5774;[0.17422930377554555, 0.2999653619674402, 0.31104953238656047, 0.21475580187045376];0.45724927473857296;0.6574044718100113;0.6562546362401741
3880;1;3508.0;100.0;5977;[0.12949640287769784, 0.2571524176008031, 0.3712564831855446, 0.24209469633595448];0.3167276468854063;0.543420031144075;0.5526215755609015
3881;1;3518.0;100.0;5978;[0.09217129474740716, 0.2193041150886584, 0.37219805955168955, 0.3163265306122449];0.2484980310308828;0.5235914544377847;0.5373508893471216
3882;1;3530.0;100.0;5894;[0.048693586698337295, 0.20088225313878522, 0.4065151001017984, 0.3439090600610791];0.3343966571428582;0.6045411338686787;0.6288016370478238
3883;1;3489.0;100.0;5911;[0.029436643545931316, 0.16477753341228218, 0.4129588902047031, 0.3928269328370834];0.32710041584468197;0.616710981555067;0.6525441220762215
3884;1;3576.0;100.0;5926;[0.11525480931488356, 0.25514681066486666, 0.36314546068174147, 0.2664529193385083];0.31635534322113584;0.5678147629210056;0.585455493977679
3885;1;3582.0;100.0;5729;[0.16739396055157968, 0.3033688252749171, 0.31750741839762614, 0.2117297957758771];0.2570798355654723;0.5301359050491293;0.4981795147456382
3886;1;3608.0;100.0;5812;[0.17635925671025465, 0.32260839642119754, 0.3098761183757743, 0.19115622849277358];0.3188206710079876;0.5023827401646318;0.507192344116683
3887;1;3578.0;100.0;5751;[0.18588071639714832, 0.30551208485480785, 0.3143801078073378, 0.19422709094070598];0.28324267726927127;0.5068557672377562;0.4981841390189162
3888;1;3609.0;100.0;5782;[0.18021445866482186, 0.29799377378069875, 0.3289519197509512, 0.1928398478035282];0.3089664846741149;0.5314659362274077;0.5396271668473276
3889;1;3590.0;100.0;5877;[0.19618853156372298, 0.34779649481027736, 0.28671090692530204, 0.16930406670069764];0.30671366383986004;0.5630001246882073;0.5660174975973513
389;1;3599.0;100.0;5839;[0.1758862818975852, 0.29868128104127417, 0.3075869155677342, 0.2178455214934064];0.2587313730884023;0.5628531508073857;0.5547682641674541
3890;1;3723.0;100.0;5810;[0.15197934595524956, 0.28261617900172115, 0.37246127366609294, 0.19294320137693632];0.35441185687947163;0.6238967895500502;0.6366198595670118
3891;1;3617.0;100.0;6026;[0.08745436442084302, 0.21739130434782608, 0.37371390640557584, 0.3214404248257551];0.32371033018737766;0.614467563917881;0.6141559212906044
3892;1;3534.0;100.0;5975;[0.14326359832635982, 0.28502092050209205, 0.35163179916317994, 0.2200836820083682];0.28896436726946245;0.5974981936615857;0.5623983207630499
3893;1;3707.0;100.0;5990;[0.1595993322203673, 0.29532554257095156, 0.3353923205342237, 0.20968280467445743];0.3422021046705044;0.5516227363235507;0.5572790143390297
3894;1;3502.0;100.0;6007;[0.15481937739304144, 0.2974862660229732, 0.3309472282337273, 0.21674712835025803];0.3242117220756274;0.5038080523429145;0.49890608655315755
3895;1;3634.0;100.0;5854;[0.15425350187905706, 0.29210796036897846, 0.3331055688418176, 0.2205329689101469];0.3301296563852792;0.5120775092836021;0.4876630461726869
3896;1;3612.0;100.0;5745;[0.14778067885117493, 0.28929503916449084, 0.3453437771975631, 0.2175805047867711];0.3211131592229967;0.5308415021685934;0.5312781949352905
3897;1;3616.0;100.0;5881;[0.09454174460125829, 0.24111545655500766, 0.38785920761775206, 0.276483591225982];0.317931638101815;0.5803354768292354;0.5585287754372887
3898;1;3561.0;100.0;5921;[0.01942239486573214, 0.1531835838540787, 0.4511062320553961, 0.3762877892247931];0.35895146142725964;0.5990941886250314;0.5877802720385096
3899;1;3471.0;100.0;6033;[0.00480689540858611, 0.07641306149511022, 0.4047737444057683, 0.5140062986905354];0.305886267872395;0.6091363997568934;0.618981877285488
39;1;3370.0;100.0;5881;[0.0037408603978915152, 0.04676075497364394, 0.363033497704472, 0.5864648869239926];0.49428449054328444;0.679909540840128;0.6709633759973983
390;1;3717.0;100.0;5793;[0.16122906956671845, 0.26946314517521147, 0.3528396340410841, 0.216468151216986];0.07565884806249593;0.445287156070715;0.45993760416163637
3900;1;3556.0;100.0;5760;[0.07430555555555556, 0.2032986111111111, 0.4088541666666667, 0.31354166666666666];0.29751223586874825;0.5868125899725942;0.5669206473492989
3901;1;3451.0;100.0;5845;[0.0951240376390077, 0.24739093242087254, 0.3787852865697177, 0.27869974337040204];0.3226238760972658;0.5456785466503614;0.5547340134209902
3902;1;3513.0;100.0;5986;[0.10992315402606082, 0.2604410290678249, 0.36835950551286334, 0.2612763113932509];0.3035482082060448;0.5135205527114253;0.4929090141641336
3903;1;3569.0;100.0;5786;[0.14310404424472867, 0.28689941237469757, 0.32820601451780157, 0.24179052886277222];0.31260935217756214;0.4788337107984677;0.49713922820540213
3904;1;3450.0;100.0;5873;[0.09892729439809297, 0.24280606163800442, 0.3938361995572961, 0.2644304444066065];0.36269831022539434;0.551180111939896;0.5578503791295477
3905;1;3523.0;100.0;5850;[0.06598290598290599, 0.19367521367521368, 0.4124786324786325, 0.3278632478632479];0.35359072657682467;0.5496093811829725;0.5538607154520035
3906;1;3418.0;100.0;5937;[0.025939026444332155, 0.13778002358093314, 0.41889843355229917, 0.41738251642243557];0.30278409705867326;0.5768400223908993;0.5910058058066945
3907;1;3369.0;100.0;5779;[6.921612735767433E-4, 0.039107111957086, 0.3251427582626752, 0.6350579685066621];0.34133823003838515;0.6511469199696841;0.6435814733018471
3908;1;3412.0;100.0;5973;[0.04838439645069479, 0.17595847982588314, 0.4230704838439645, 0.35258663987945754];0.36033440792399124;0.5843612666133343;0.5841165268745161
3909;1;3472.0;100.0;5919;[0.08126372698090893, 0.23010643689812468, 0.4004054738976178, 0.2882243622233485];0.3107327831317337;0.5360002820794973;0.504023079895191
391;1;3580.0;100.0;5975;[0.11631799163179916, 0.2882008368200837, 0.358326359832636, 0.23715481171548117];0.14963397294272385;0.4861164966291674;0.49161210775480046
3910;1;3424.0;100.0;5767;[0.10681463499219698, 0.2607941737471822, 0.3684758106467834, 0.26391538061383735];0.3265250322809323;0.49808966499919605;0.5093756237838525
3911;1;3450.0;100.0;6055;[0.11329479768786127, 0.2838976052848885, 0.36135425268373245, 0.24145334434351776];0.31959158865241705;0.4760014453826545;0.4778559212289354
3912;1;3394.0;100.0;5867;[0.10005113345832622, 0.2546446224646327, 0.3811147093915118, 0.26418953468552925];0.32568968143084326;0.5274017035961258;0.5194851504550084
3913;1;3388.0;100.0;6058;[0.05315285572796302, 0.2112908550676791, 0.4138329481677121, 0.32172334103664574];0.3651946003299402;0.5593109865213165;0.5569419389701353
3914;1;3371.0;100.0;6013;[0.015632795609512723, 0.10094794611674705, 0.43988025943788456, 0.4435389988358556];0.3589428949095189;0.6067784779930013;0.5904505867842097
3915;1;3424.0;100.0;5858;[1.707067258449983E-4, 0.02202116763400478, 0.26732673267326734, 0.7104813929668828];0.34095786228604064;0.6081208231857532;0.6079462841403294
3916;1;3466.0;100.0;6022;[0.02673530388575224, 0.15941547658585187, 0.43839256061109266, 0.37545665891730323];0.3174216923837927;0.5531050657733267;0.5450621762219434
3917;1;3402.0;100.0;5987;[0.07198931017203943, 0.21580090195423418, 0.4067145481877401, 0.3054952396859863];0.32097206117184973;0.5280051140543083;0.5361304384532951
3918;1;3489.0;100.0;5932;[0.0832771409305462, 0.2430883344571814, 0.3880647336480108, 0.2855697909642616];0.36939779701791775;0.4950507509724917;0.5053075527745519
3919;1;3398.0;100.0;5806;[0.10041336548398208, 0.2600757836720634, 0.38632449190492596, 0.2531863589390286];0.34578957081150336;0.47727728373277306;0.4898439306207981
392;1;3585.0;100.0;5805;[0.12420327304048234, 0.24806201550387597, 0.37416020671834627, 0.2535745047372954];0.37521510094573396;0.61793812719428;0.615208819225981
3920;1;3399.0;101.0;5812;[0.08964211975223675, 0.24053682037164487, 0.3759463179628355, 0.2938747419132829];0.2729683640099341;0.47139188254343567;0.47185366116006133
3921;1;3403.0;100.0;5771;[0.04002772483105181, 0.17587939698492464, 0.4319875238260267, 0.3521053543579969];0.36110099936576767;0.5712109701995093;0.5534058355267059
3922;1;3351.0;100.0;5916;[0.0074374577417173765, 0.08941852603110209, 0.39858012170385393, 0.5045638945233266];0.3764867129215144;0.6363317684163344;0.5815810289948022
3923;1;3314.0;100.0;5942;[0.0, 0.013295186805789297, 0.28189161898350723, 0.7048131942107034];0.3707495245922451;0.6502104741439271;0.6369352084040154
3924;1;3353.0;100.0;5949;[0.026054799125903513, 0.14960497562615566, 0.43704824340225246, 0.38729198184568836];0.33585661121306964;0.5628248503768913;0.5833172471167433
3925;1;3338.0;100.0;5854;[0.06525452681926888, 0.2072087461564742, 0.4128800819952169, 0.31465664502903995];0.3604148731596795;0.5531379882553469;0.5219228699375043
3926;1;3427.0;100.0;5953;[0.08953468839240719, 0.25617335797077107, 0.3855199059297833, 0.26877204770703844];0.33961237757965973;0.4928779894360238;0.4728967626847189
3927;1;3421.0;100.0;5758;[0.10472386245224036, 0.2704063911080236, 0.3782563390065995, 0.2466134074331365];0.3311176299377922;0.47284066413512355;0.45755321699102075
3928;1;3578.0;101.0;5800;[0.08620689655172414, 0.2443103448275862, 0.37655172413793103, 0.29293103448275865];0.3677932116080536;0.5414589491756711;0.5213849588260293
3929;1;3374.0;100.0;6024;[0.06391102257636122, 0.20783532536520585, 0.399402390438247, 0.3288512616201859];0.32285788415747624;0.5666737220221854;0.5472543117598277
393;1;3550.0;100.0;5916;[0.10125084516565247, 0.2689317106152806, 0.381000676132522, 0.24881676808654496];0.6335807399267998;0.7012071525929977;0.6824096911841971
3930;1;3452.0;100.0;5895;[0.008142493638676845, 0.10279898218829517, 0.4215436810856658, 0.4675148430873622];0.34900863509304303;0.5920521746984535;0.5791409360292952
3931;1;3402.0;100.0;5813;[0.0, 0.024944090830896267, 0.26595561672114226, 0.7091002924479615];0.34624106695975565;0.6586796932370018;0.6459899603718082
3932;1;3412.0;100.0;5812;[0.023571920165175498, 0.15003441156228492, 0.43616655196145904, 0.39022711631108054];0.3180731104362174;0.5425307182423755;0.5704444886211463
3933;1;3457.0;100.0;5791;[0.09756518735969608, 0.22655845277154205, 0.397340701087895, 0.27853565878086683];0.373377645633537;0.566244760458579;0.5654665572454132
3934;1;3402.0;100.0;5783;[0.14093031298633926, 0.2687186581359156, 0.35759986166349644, 0.23275116721424866];0.33578769812452175;0.505297423996425;0.522930069397811
3935;1;3565.0;100.0;5895;[0.12858354537743852, 0.2529262086513995, 0.35877862595419846, 0.2597116200169635];0.37061653095339264;0.5005395231104783;0.5004210878106902
3936;1;3429.0;100.0;5981;[0.10249122220364487, 0.2767095803377362, 0.3661595050994817, 0.25463969235913725];0.35583588813400935;0.5128305956867397;0.5174791015465346
3937;1;3472.0;100.0;5749;[0.07079492085580101, 0.22056009740824492, 0.41172377804835625, 0.29692120368759783];0.3269888422387172;0.5659700204944551;0.5607924111897498
3938;1;3476.0;100.0;5815;[0.026139294926913154, 0.14256233877901978, 0.4299226139294927, 0.4013757523645744];0.3972768541563382;0.621443969816975;0.6251592790339957
3939;1;3517.0;100.0;6059;[8.25218682950982E-4, 0.027232216537382406, 0.3150684931506849, 0.6568740716289817];0.38832348768320935;0.656697444303394;0.6682428458591818
394;1;3597.0;100.0;5893;[0.08993721364330562, 0.24927880536229424, 0.41422026132699813, 0.246563719667402];0.8346448829409978;0.7399747183277497;0.7456686326053332
3940;1;3527.0;100.0;5887;[0.04280618311533888, 0.1941566162731442, 0.41719041956854086, 0.34584678104297606];0.3546944282892368;0.5609137884494546;0.5994958791095661
3941;1;3543.0;100.0;5804;[0.09476223294279806, 0.22329427980702962, 0.3890420399724328, 0.2929014472777395];0.2915920514809338;0.5201521597741117;0.526582701279554
3942;1;3535.0;100.0;5832;[0.11368312757201646, 0.25891632373113854, 0.36162551440329216, 0.2657750342935528];0.386306606990585;0.5076212451497925;0.5174760367804588
3943;1;3551.0;100.0;5996;[0.1489326217478319, 0.28385590393595733, 0.3539026017344897, 0.21330887258172115];0.3797433517007716;0.5107255697046714;0.5087621352561179
3944;1;3477.0;100.0;6013;[0.15117245967071347, 0.2996840179610843, 0.32862132047231, 0.22052220189589222];0.3558785353272806;0.5361096364982315;0.5238711763327474
3945;1;3525.0;100.0;5736;[0.08856345885634588, 0.249302649930265, 0.39504881450488144, 0.2670850767085077];0.39575348251524367;0.5884310004752346;0.5755391360483533
3946;1;3515.0;100.0;5795;[0.04417601380500431, 0.1984469370146678, 0.4039689387402934, 0.3534081104400345];0.3875770444146476;0.6289122664635045;0.6440303253545956
3947;1;3550.0;101.0;5989;[0.0, 0.03489731173818668, 0.3556520287193187, 0.6094506595424946];0.38810252215866453;0.6604765466749082;0.6576956716901793
3948;1;3663.0;100.0;5728;[0.11784217877094973, 0.26553770949720673, 0.3500349162011173, 0.26658519553072624];0.3744693745403103;0.6073938172704594;0.6187937271900962
3949;1;3632.0;100.0;5768;[0.13470873786407767, 0.27427184466019416, 0.3448335644937587, 0.2461858529819695];0.3809855456385509;0.5871924865162848;0.5702247476079046
395;1;3526.0;100.0;5953;[0.09944565765160424, 0.2298001007895179, 0.39559885771879727, 0.27515538384008065];0.6710214639915615;0.6738427397908517;0.6974306527823099
3950;1;3543.0;100.0;5970;[0.19966499162479062, 0.3068676716917923, 0.3080402010050251, 0.18542713567839195];0.3538367388204088;0.541997737899041;0.5329949124851453
3951;1;3595.0;100.0;5939;[0.1764606836167705, 0.3056070045462199, 0.32699107593871024, 0.19094123589829937];0.39632101631054534;0.5172455316348759;0.5102310573217584
3952;1;3623.0;100.0;5819;[0.15260354012716962, 0.3277195394397663, 0.3198144010998453, 0.19986251933321877];0.3849207062710296;0.5229913024453544;0.5372591251869687
3953;1;3705.0;100.0;5745;[0.17389033942558746, 0.3122715404699739, 0.32550043516100957, 0.18833768494342906];0.33327921457849913;0.5355648041707491;0.5953927739501186
3954;1;3640.0;100.0;5728;[0.18261173184357543, 0.34287709497206703, 0.3145949720670391, 0.15991620111731844];0.34649022474421587;0.6143574462851549;0.5825136696574433
3955;1;3657.0;100.0;5797;[0.07986889770570985, 0.2635846127307228, 0.2297740210453683, 0.42677246851819906];0.4026078551074507;0.6786256113833186;0.6795040912847032
3956;1;3667.0;100.0;5859;[0.14200375490698072, 0.27001194743130225, 0.34613415258576546, 0.24185014507595154];0.3905544687976149;0.6438626256427802;0.6247352484900729
3957;1;3547.0;100.0;5851;[0.1480088873696804, 0.31601435652025295, 0.3264399247991796, 0.20953683131088702];0.3837083582424529;0.5709241598536047;0.5858113552534238
3958;1;3627.0;100.0;6018;[0.1669990029910269, 0.3128946493851778, 0.3275174476570289, 0.19258889996676637];0.3796577992484309;0.5546870604923775;0.5277642085923638
3959;1;3581.0;100.0;5848;[0.15509575923392613, 0.29924760601915185, 0.3484952120383037, 0.19716142270861833];0.3976524981349552;0.5030473312687507;0.508917395020747
396;1;3598.0;100.0;5760;[0.09010416666666667, 0.22899305555555555, 0.39826388888888886, 0.2826388888888889];0.5205934187380957;0.6286304227880636;0.6455900216986655
3960;1;3680.0;100.0;5953;[0.1553838400806316, 0.274483453720813, 0.3383168150512347, 0.23181589114732068];0.3487299424645888;0.515484385279594;0.5260151878092482
3961;1;3597.0;100.0;5838;[0.09540938677629325, 0.24443302500856456, 0.3895169578622816, 0.27064063035286057];0.3853336167083139;0.5755355210715821;0.5772984496272417
3962;1;3582.0;100.0;6012;[0.03093812375249501, 0.18280106453759148, 0.41583499667332, 0.3704258150365935];0.3755707250531307;0.631320225703261;0.6123535825977007
3963;1;3458.0;100.0;5886;[0.0, 0.006965681277607883, 0.2037037037037037, 0.7893306150186884];0.4813592657941675;0.7113909449602639;0.733271126338063
3964;1;3499.0;100.0;5860;[0.06604095563139932, 0.207679180887372, 0.40938566552901023, 0.3168941979522184];0.38728074296644766;0.6397474270133019;0.622682759798705
3965;1;3481.0;100.0;5779;[0.11541789236892196, 0.2519467035819346, 0.36909499913479843, 0.26354040491434505];0.39919116993440673;0.53946710458552;0.5683015594881711
3966;1;3453.0;100.0;5930;[0.1296795952782462, 0.24974704890387858, 0.3785834738617201, 0.24198988195615515];0.3534736646837743;0.5385638686396602;0.5328423694206812
3967;1;3460.0;100.0;5998;[0.15288429476492163, 0.3064354784928309, 0.3356118706235412, 0.20506835611870625];0.3488336400190683;0.5064602433448641;0.52557046685433
3968;1;3445.0;100.0;5994;[0.11327994661327995, 0.2509175842509176, 0.37370704037370706, 0.2620954287620954];0.35584232486628936;0.526647463219159;0.5306062549271918
3969;1;3540.0;100.0;5939;[0.09025088398720324, 0.2557669641353763, 0.38272436437110624, 0.2712577875063142];0.3409539758047492;0.5471321951019507;0.5508042623943786
397;1;3559.0;100.0;5938;[0.1034018187942068, 0.2475581003704951, 0.37942068036375887, 0.26961940047153926];0.3080611376410651;0.5580122879649905;0.5363026933929543
3970;1;3551.0;100.0;5801;[0.03223582141010171, 0.15376659196690226, 0.4342354766419583, 0.37976210998103777];0.35454863969576306;0.6573000350672149;0.6231394604959801
3971;1;3420.0;100.0;6027;[0.0, 0.0, 0.05043968807035009, 0.94956031192965];0.422611379381752;0.6681667869673114;0.7202831137370492
3972;1;3559.0;100.0;5929;[0.026817338505650195, 0.1614100185528757, 0.4198009782425367, 0.3919716646989374];0.40406452669700393;0.6311031436397273;0.6054879908617284
3973;1;3395.0;100.0;5822;[0.07454482995534181, 0.21212641703881827, 0.41171418756441086, 0.30161456544142906];0.3879927227490653;0.5434904944709846;0.5451172657226802
3974;1;3382.0;100.0;5802;[0.10341261633919338, 0.24301964839710444, 0.39072733540158566, 0.2628403998621165];0.4080526268893459;0.5238948140538625;0.5470925379284338
